name,valance
CO3,-2
HCO3,-1
SO3,-2
SO4,-2
HPO4,-2
PO4,-3
CH3COO,-1
ClO,-1
NO3,-1
NO2,-1
IO3,-1
B(OH)4,-1
SiO3,-2
Cr2O7,-2
CN,-1
HPO3,-2
HCOO,-1
